id	tokens	ner_tags
10	"['[', '18', ']', '\n', 'Initially', ',', 'Dell', 'maintained', 'its', 'competing', 'XPS', 'line', 'of', 'gaming', 'PCs', ',', 'often', 'selling', 'computers', 'with', 'similar', 'specifications', ',', 'which', 'may', 'have', 'hurt', 'Alienware', ""'s"", 'market', 'share', 'within', 'its', 'market', 'segment', '.']"	[[0], [3], [2], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
11	['[', '19][20', ']', 'Due', 'to', 'corporate', 'restructuring', 'in', 'the', 'spring', 'of', '2008', ',', 'the', 'XPS', 'brand', 'was', 'scaled', 'down', ',', 'and', 'the', 'desktop', 'line', 'was', 'eliminated', ',', 'leaving', 'only', 'the', 'XPS', 'notebooks,[20', ']', 'but', 'XPS', 'desktop', 'models', 'had', 'returned', 'by', 'the', 'end', 'of', 'the', 'year', '.']	[[0], [2], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
12	"['[', '21', ']', '\n', 'Product', 'development', 'of', 'gaming', 'PCs', 'was', 'consolidated', 'with', 'Dell', ""'s"", 'gaming', 'division', ',', 'with', 'Alienware', 'becoming', 'Dell', ""'s"", 'premier', 'gaming', 'brand', '.']"	[[0], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
13	['[', '22][23', ']', 'On', 'June', '2', ',', '2009', ',', 'The', 'M17x', 'was', 'introduced', 'as', 'the', 'first', 'Alienware', '/', 'Dell', 'branded', 'system', '.']	[[0], [0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
14	"['This', 'launch', 'also', 'expanded', 'Alienware', ""'s"", 'global', 'reach', 'from', 'six', 'to', '35', 'countries', 'while', 'supporting', '17', 'different', 'languages', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
15	['[', '24', ']', '\n', 'Alienware', 'announced', 'that', 'it', 'would', 'be', 'releasing', 'a', 'series', 'of', 'video', 'game', 'consoles', 'starting', 'in', '2014', ',', 'aiming', 'to', 'compete', 'with', 'the', 'Sony', 'PlayStation', '4', ',', 'Nintendo', 'Wii', 'U', ',', 'and', 'the', 'Microsoft', 'Xbox', 'One', '.']	[[0], [0], [2], [0], [1], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
16	['[', '25', ']', 'The', 'first', 'version', 'in', 'this', 'series', ',', 'the', 'Alpha', ',', 'ran', 'Windows', '8.1', '.']	[[0], [0], [3], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
17	['[', '26', ']', 'The', 'operating', 'system', 'and', 'ability', 'to', 'play', 'PC', 'games', 'is', 'what', 'separates', 'the', 'Alpha', 'from', 'the', 'eighth', 'generation', 'of', 'video', 'game', 'consoles', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
18	['At', 'E3', '2016', ',', 'Alienware', 'announced', 'the', 'second', 'rendition', 'of', 'the', 'Alpha', ',', 'the', 'Alpha', 'R2', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
19	"['The', 'R2', 'adds', '6th', 'generation', 'Intel', 'processors', ',', 'a', 'choice', 'of', 'either', 'AMD', ""'s"", 'Radeon', 'R9', 'M470X', 'or', 'Nvidia', ""'s"", 'GeForce', '960', 'graphics', 'cards', ',', 'and', 'support', 'for', 'Alienware', ""'s"", 'proprietary', 'Graphics', 'Amplifier', '.']"	[[0], [0], [2], [2], [2], [2], [0], [2], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
20	['It', 'also', 'ships', 'with', 'Windows', '10', '.']	[[2], [0], [0], [0], [0], [0], [0]]
21	['[', '27', ']', '\n', 'The', 'Graphics', 'Amplifier', 'allows', 'an', 'Alienware', 'laptop', 'to', 'run', 'most', 'full', 'length', '(', 'or', 'smaller', ',', 'non', '-', 'hybrid', ')', 'desktop', 'GPUs', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
22	['[', '28', ']', 'A', 'proprietary', 'PCIe', '3.0', '×4', 'cable', 'is', 'used', 'instead', 'of', 'the', 'Thunderbolt', '3', 'cable', 'used', 'on', 'most', 'other', 'eGPUs', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
23	['[', '29', ']', '\n', '18', 'inch', '\n', '17', 'inch', '\n', '16', 'inch', '\n', '15', 'inch', '\n', '14', 'inch', '\n', '13', 'inch', '\n', '11.6', 'inch', '\n', 'In', '2012', ',', 'Alienware', 'announced', 'that', 'they', 'would', 'discontinue', 'the', 'M11x', 'model', 'due', 'to', 'decreasing', 'consumer', 'interest', 'in', 'small', 'form', 'factor', 'gaming', 'laptops', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
24	['[', '48', ']', 'The', 'company', 'went', 'on', 'to', 'offer', 'refreshed', 'models', 'for', 'the', 'rest', 'of', 'their', 'laptop', 'range', ':', 'the', 'M14x', ',', 'M17x', ',', 'and', 'M18x', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
25	['[', '49', ']', '\n', 'Aurora', '\n', 'Aurora', 'ALX', '\n', 'Area-51', '\n', 'Area-51', 'Threadripper', 'Edition', '\n', 'X51', '\n', 'Alienware', 'Alpha', '\n', 'Alienware', 'monitors', 'use', 'a', 'standard', 'naming', 'convention', 'system', 'for', 'their', 'product', 'names', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
26	['The', 'ending', 'characters', 'represent', 'a', 'mix', 'of', 'features', ',', 'as', 'follows', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
